Timestamp,Utilization,Total_Power_kW,IT_Power_kW,Solar_Power_MW,Grid_Power_kW,CPU_Power_kW,GPU_Power_kW,Storage_Power_kW,Network_Power_kW,Cooling_Power_kW,Other_Infra_Power_kW,PUE,DCiE,Solar_Offset_Pct,Carbon_Emissions_kg,Solar_Carbon_Savings_kg,Rack_Power_Density_kW,Node_Power_Usage_W,Cooling_Efficiency_COP,Inlet_Temperature_C,Delta_T_C,Outlet_Temperature_C
2025-05-26 00:00:00,0.7649014245903369,1961.1076623484007,1468.2089450736692,0.0,1961.1076623484007,180.4530953980589,1136.6895955411774,95.29802849180675,55.768225642626064,419.4882700210483,73.41044725368346,1.3357142857142856,74.86631016042782,0.0,32.68512770580668,0.0,39.22215324696801,734.1044725368346,3.5,24.117807279054283,13.387272458546112,37.5050797376004
2025-05-26 00:05:00,0.7491357034094787,1933.537875449928,1447.5684629036894,0.0031282224627555673,1930.4096529871724,178.06931835551316,1119.0319878186162,94.98271406818958,55.484442661370615,413.5909894010541,72.37842314518447,1.3357142857142856,74.86631016042782,0.16178749340649146,32.17349421645287,0.05213704104592612,38.670757508998555,723.7842314518447,3.5,24.385432596943485,13.199070527606768,37.58450312455025
2025-05-26 00:10:00,0.7759963472916989,1980.5095438749474,1482.7344178742921,0.005680910350197497,1974.8286335247499,182.1306477105049,1149.1159089667028,95.51992694583399,55.967934251250576,423.63840510694064,74.13672089371462,1.3357142857142859,74.8663101604278,0.28684084698135637,32.91381055874583,0.09468183916995827,39.61019087749895,741.3672089371461,3.5,23.260706877110078,13.519717137230034,36.78042401434011
2025-05-26 00:15:00,0.805535498818126,2032.1651645346653,1521.4070750526907,0.00710764595525678,2025.0575185794085,186.59696742130066,1182.1997586763011,96.11070997636253,56.49963897872626,434.68773572934015,76.07035375263453,1.3357142857142856,74.86631016042782,0.3497572972561176,33.75095864299014,0.11846076592094633,40.643303290693304,760.7035375263454,3.5,24.571877021603463,13.872338199838525,38.444215221441986
2025-05-26 00:20:00,0.7560941956563552,1945.7063101304793,1456.6785209533,0.007941420470548603,1937.7648896599308,179.1214423832409,1126.8254991351178,95.1218839131271,55.609695521814395,416.1938631295143,72.83392604766499,1.3357142857142859,74.8663101604278,0.4081510364231717,32.29608149433218,0.1323570078424767,38.91412620260959,728.33926047665,3.5,24.169248203747205,13.282136926045846,37.45138512979305
2025-05-26 00:25:00,0.7593625945398179,1951.4218152876863,1460.9575087715295,0.009513377555500054,1941.9084377321863,179.61562429442046,1130.486105884596,95.18725189079636,55.66852670171672,417.4164310775799,73.0478754385765,1.335714285714286,74.86631016042779,0.48751005451363955,32.36514062886977,0.15855629259166756,39.02843630575373,730.4787543857648,3.5,23.7923560430496,13.321153154602174,37.11350919765177
2025-05-26 00:30:00,0.8170231404382872,2052.2538003668406,1536.4466954618056,0.008849299789874284,2043.4045005769663,188.33389883426898,1195.0659172908818,96.34046280876575,56.70641652788917,438.9847701319445,76.82233477309029,1.3357142857142859,74.8663101604278,0.43119909381054483,34.05674167628277,0.14748832983123805,41.04507600733681,768.2233477309028,3.5,24.316390933053142,14.009470926597542,38.325861859650686
2025-05-26 00:35:00,0.7959204345074185,2015.3511367448568,1508.8190328571122,0.007301804060931068,2008.0493326839257,185.14316969752167,1171.4308866483086,95.91840869014837,56.32656782113353,431.0911522448892,75.44095164285561,1.3357142857142856,74.86631016042782,0.3623092734462518,33.467488878065424,0.12169673434885114,40.30702273489714,754.4095164285561,3.5,25.1353464289022,13.757559202504854,38.892905631407054
2025-05-26 00:40:00,0.7620528237228213,1956.126265178218,1464.4795568179175,0.00735833901418521,1948.7679261640328,180.02238694689055,1133.49916256956,95.24105647445643,55.716950827010784,418.422730519405,73.22397784089587,1.3357142857142856,74.86631016042782,0.3761689183962165,32.479465436067215,0.1226389835697535,39.12252530356436,732.2397784089587,3.5,24.090933127529247,13.35326753244144,37.44420065997069
2025-05-26 00:45:00,0.7956409926175252,2014.8624719215682,1508.453187534864,0.005504263246001466,2009.3582086755666,185.10091808376978,1171.1179117316283,95.91281985235051,56.32153786711545,430.9866250099611,75.4226593767432,1.3357142857142856,74.86631016042782,0.27318307441361334,33.489303477926114,0.09173772076669111,40.297249438431365,754.226593767432,3.5,24.124110293150167,13.754223389150047,37.878333682300216
2025-05-26 00:50:00,0.7686747232120801,1967.7060943333624,1473.1489476292554,0.003992068391941972,1963.7140259414205,181.0236181496665,1140.9156899975299,95.3734944642416,55.836145017817444,420.89969932264444,73.65744738146277,1.3357142857142856,74.86631016042782,0.20287930211927513,32.72856709902368,0.06653447319903286,39.35412188666725,736.5744738146277,3.5,23.77031955022988,13.432315883992775,37.20263543422266
